1, 184.533333
2, 180.366667
3, 179.066667
4, 177.900000
5, 177.100000
6, 176.833333
7, 176.500000
8, 175.800000
9, 175.666667
10, 175.100000
11, 174.733333
12, 173.700000
13, 173.533333
14, 173.166667
15, 172.900000
16, 172.900000
17, 172.733333
18, 172.733333
19, 172.433333
20, 171.600000
21, 171.033333
22, 171.033333
23, 170.833333
24, 170.833333
25, 170.800000
26, 170.800000
27, 170.766667
28, 170.700000
29, 170.700000
30, 170.633333
31, 170.633333
32, 170.600000
33, 170.500000
34, 170.466667
35, 170.466667
36, 170.466667
37, 170.400000
38, 170.400000
39, 170.400000
40, 170.400000
41, 170.366667
42, 170.366667
43, 170.366667
44, 170.366667
45, 170.366667
46, 170.366667
47, 170.300000
48, 170.300000
49, 170.300000
50, 170.200000
51, 170.200000
52, 170.100000
53, 169.733333
54, 169.700000
55, 169.700000
56, 169.700000
57, 169.633333
58, 169.633333
59, 169.633333
60, 169.633333
61, 169.633333
62, 169.500000
63, 169.500000
64, 169.500000
65, 169.500000
66, 169.500000
67, 169.433333
68, 169.433333
69, 169.433333
70, 169.433333
71, 169.433333
72, 169.433333
73, 169.433333
74, 169.366667
75, 169.233333
76, 169.233333
77, 169.200000
78, 169.200000
79, 169.200000
80, 169.166667
81, 169.166667
82, 169.166667
83, 169.066667
84, 169.066667
85, 169.000000
86, 168.766667
87, 168.700000
88, 168.700000
89, 168.633333
90, 168.566667
91, 168.500000
92, 168.500000
93, 168.500000
94, 168.500000
95, 168.500000
96, 168.500000
97, 168.500000
98, 168.500000
99, 168.500000
100, 168.500000
101, 168.500000
102, 168.500000
103, 168.500000
104, 168.500000
105, 168.500000
106, 168.500000
107, 168.500000
108, 168.500000
109, 168.466667
110, 168.466667
111, 168.466667
112, 168.466667
113, 168.466667
114, 168.466667
115, 168.466667
116, 168.466667
117, 168.466667
118, 168.466667
119, 168.466667
120, 168.466667
121, 168.466667
122, 168.466667
123, 168.466667
124, 168.466667
125, 168.466667
126, 168.466667
127, 168.433333
128, 168.433333
129, 168.433333
130, 168.433333
131, 168.433333
132, 168.366667
133, 168.366667
134, 168.266667
135, 168.133333
136, 167.966667
137, 167.966667
138, 167.966667
139, 167.966667
140, 167.966667
141, 167.966667
142, 167.966667
143, 167.966667
144, 167.866667
145, 167.733333
146, 167.733333
147, 167.733333
148, 167.733333
149, 167.733333
150, 167.733333
151, 167.733333
152, 167.566667
153, 167.466667
154, 167.466667
155, 167.466667
156, 167.466667
157, 167.466667
158, 167.466667
159, 167.400000
160, 167.400000
161, 167.400000
162, 167.400000
163, 167.400000
164, 167.400000
165, 167.400000
166, 167.400000
167, 167.400000
168, 167.400000
169, 167.400000
170, 167.400000
171, 167.400000
172, 167.400000
173, 167.400000
174, 167.400000
175, 167.400000
176, 167.400000
177, 167.400000
178, 167.400000
179, 167.400000
180, 167.400000
181, 167.400000
182, 167.366667
183, 167.366667
184, 167.366667
185, 167.366667
186, 167.366667
187, 167.366667
188, 167.300000
189, 167.300000
190, 167.300000
191, 167.300000
192, 167.266667
193, 167.266667
194, 167.266667
195, 167.266667
196, 167.266667
197, 167.266667
198, 167.266667
199, 167.266667
200, 167.266667
201, 167.266667
202, 167.266667
203, 167.266667
204, 167.266667
205, 167.266667
206, 167.266667
207, 167.266667
208, 167.266667
209, 167.266667
210, 167.266667
211, 167.133333
212, 167.100000
213, 167.100000
214, 167.100000
215, 167.100000
216, 167.100000
217, 167.100000
218, 167.100000
219, 167.100000
220, 167.100000
221, 167.100000
222, 167.100000
223, 167.100000
224, 167.100000
225, 167.100000
226, 167.100000
227, 167.100000
228, 167.100000
229, 167.000000
230, 167.000000
231, 167.000000
232, 167.000000
233, 167.000000
234, 167.000000
235, 167.000000
236, 167.000000
237, 167.000000
238, 167.000000
239, 166.966667
240, 166.966667
241, 166.966667
242, 166.966667
243, 166.966667
244, 166.966667
245, 166.966667
246, 166.966667
247, 166.966667
248, 166.966667
249, 166.966667
250, 166.966667
251, 166.966667
252, 166.966667
253, 166.966667
254, 166.966667
255, 166.900000
256, 166.900000
257, 166.866667
258, 166.866667
259, 166.866667
260, 166.866667
261, 166.866667
262, 166.866667
263, 166.866667
264, 166.866667
265, 166.866667
266, 166.866667
267, 166.866667
268, 166.866667
269, 166.866667
270, 166.866667
271, 166.866667
272, 166.866667
273, 166.866667
274, 166.866667
275, 166.833333
276, 166.833333
277, 166.833333
278, 166.833333
279, 166.833333
280, 166.833333
281, 166.833333
282, 166.833333
283, 166.833333
284, 166.833333
285, 166.833333
286, 166.833333
287, 166.833333
288, 166.833333
289, 166.833333
290, 166.833333
291, 166.833333
292, 166.833333
293, 166.833333
294, 166.833333
295, 166.833333
296, 166.833333
297, 166.833333
298, 166.833333
299, 166.833333
300, 166.833333
301, 166.833333
302, 166.833333
303, 166.833333
304, 166.833333
305, 166.833333
306, 166.833333
307, 166.833333
308, 166.833333
309, 166.833333
310, 166.833333
311, 166.833333
312, 166.833333
