0, -5381.447091, -5381.447091
1, -4297.017126, -24384.004064
2, 6021.907515, -33365.320633
3, 6856.382757, -41517.483700
4, -25692.764194, -53929.956347
5, -21895.614041, -56639.397359
6, 17642.628293, -56644.397359
7, -5397.948988, -59234.375453
8, 12500.866782, -59797.865057
9, -9249.232809, -60988.475487
10, 19205.913987, -61275.856345
11, -14429.408092, -61275.856345
12, -8416.794007, -64960.619506
13, -15774.845700, -64972.601267
14, -3111.149547, -65236.450829
15, 2669.853802, -66304.532664
16, -13046.917548, -67698.946974
17, -6907.295842, -68460.551907
18, -17058.819642, -69597.240547
19, 12517.040875, -71481.043492
20, 6295.296606, -72162.643492
21, 11683.380111, -72162.643492
22, 12744.460075, -72162.776825
23, -22015.005888, -72493.362318
24, -20552.284157, -74543.494766
25, -11192.172818, -74966.115163
26, -3224.893312, -76682.567998
27, -791.557089, -77314.486084
28, 4688.338661, -77767.070469
29, -11722.544779, -77831.888708
30, -2577.045975, -77831.888708
31, 14279.102608, -77975.888708
32, -27932.037789, -78528.374072
33, -364.649858, -79255.720184
34, -6099.190389, -79842.538997
35, -1960.897270, -79842.538997
36, 16908.781960, -80645.825318
37, -14976.271463, -81089.877816
38, -9109.234539, -82853.053056
39, -8395.438660, -84282.479639
40, -1535.345340, -84427.971907
41, 1353.023459, -84944.252560
42, -4765.034590, -85599.171907
43, -8976.108366, -85614.987741
44, 10718.917259, -85689.119516
45, 6248.604953, -85695.786182
46, 22696.282330, -85695.786182
47, 20976.164967, -86636.770434
48, -13480.775276, -86943.970434
49, -5443.644020, -87183.231579
50, -317.231957, -87214.494718
51, -890.968129, -87310.132925
52, -3722.695501, -88542.660280
53, -16953.666683, -88542.660280
54, 16236.117675, -89213.104963
55, 7081.008166, -89213.104963
56, -11893.408340, -89213.104963
57, -3602.602674, -89244.246803
58, -10951.115784, -89828.987156
59, 15044.792043, -90499.608226
60, -15332.240876, -90564.938726
61, 16288.078612, -90564.938726
62, 1367.630023, -90564.938726
63, 25139.609830, -91123.080134
64, -9505.477042, -91123.080134
65, 10893.518874, -92915.778079
66, 23788.194171, -93224.083123
67, 2525.171171, -93865.634742
68, -53.281348, -95190.434742
69, 13084.201168, -95885.853897
70, -20234.258951, -95887.191623
71, -4796.616595, -96338.987903
72, -602.842489, -96980.539522
73, -12464.455785, -96980.539522
74, -5970.342639, -96980.539522
75, 7262.615361, -97954.720470
76, -11352.232780, -97985.897384
77, -30014.779137, -97985.897384
78, -28636.917115, -98438.811138
79, 4226.902318, -98438.811138
80, 21610.252008, -98438.811138
81, -14832.091000, -98438.811138
82, -20319.372294, -98438.811138
83, 9070.270174, -98438.811138
84, -21827.282666, -98709.011064
85, 8052.935107, -98709.011064
86, -14822.380312, -98730.744397
87, 28346.375165, -98730.744397
88, 27782.186887, -98730.744397
89, 5959.025283, -99285.011064
90, 7508.589615, -99360.275508
91, 2498.091760, -99415.008314
92, -4885.084383, -99530.208314
93, -16739.887556, -99530.208314
94, 8667.483626, -99770.208314
95, -22092.994800, -99788.975607
96, -9353.665253, -100177.667653
97, 15058.101520, -100967.815531
98, -10143.846307, -101219.067051
99, 2322.038967, -101725.333718
100, -32139.422228, -102447.227495
101, 15305.833041, -102447.227495
102, -15227.023857, -103037.408443
103, -4992.966648, -103588.621342
104, -3495.383070, -103588.621342
105, 4602.799082, -103588.621342
106, -10247.874927, -103588.621342
107, -9885.099371, -103751.821342
108, 2336.244700, -103751.821342
109, -8997.791611, -103910.477196
110, -23985.102534, -104649.677196
111, 2651.790829, -105065.451962
112, -9419.977597, -105065.451962
113, 23324.988641, -105065.451962
114, 18190.376900, -105065.451962
115, 12332.770420, -105065.451962
116, -7641.963304, -105065.451962
117, 10611.567045, -105065.451962
118, 14478.885336, -105065.451962
119, -23287.675122, -105065.451962
120, -1573.337149, -105065.451962
121, -11415.315799, -105065.451962
122, -9093.913997, -105065.451962
123, -7124.658329, -105065.451962
124, 31087.591520, -106132.191118
125, 14254.293200, -106132.191118
126, 1807.008285, -106132.191118
127, 2069.850328, -106132.191118
128, 2574.680491, -106132.191118
129, -1830.942034, -106632.407391
130, 8294.396682, -106632.407391
131, -23292.485563, -106632.407391
132, 7039.711404, -107610.468235
133, -12963.432500, -107610.468235
134, -10192.940029, -107610.468235
135, -17982.626222, -108066.303779
136, -37725.219006, -108066.303779
137, 3030.888320, -108066.303779
138, 18622.249645, -108066.303779
139, -16401.592187, -108066.303779
140, -9559.195412, -108066.303779
141, -24947.977042, -108066.303779
142, 16390.306429, -108066.303779
143, -298.839130, -108066.303779
144, -1753.200414, -108066.303779
145, -14863.130112, -108066.303779
146, -20081.566569, -108066.303779
147, 3691.247709, -108066.303779
148, 11622.421505, -108066.303779
149, -4574.704474, -108066.303779
150, 4600.613265, -108066.303779
151, -15080.824355, -108330.862602
152, -7411.578507, -108330.862602
153, -6771.213014, -108359.268235
154, -5611.786378, -108686.972248
155, -2719.792339, -109644.473477
156, 18552.585472, -109644.473477
157, -11920.776674, -109644.473477
158, 10426.463944, -109644.473477
159, 2658.397842, -109644.473477
160, 1585.339762, -109644.473477
161, -13576.971590, -109644.473477
162, 16733.397158, -109644.473477
163, -15479.532371, -109644.473477
164, -1469.900364, -109644.473477
165, -4595.804660, -109644.473477
166, -18290.481382, -109644.473477
167, -16245.028312, -110085.632251
168, 338.811718, -110085.632251
169, -28385.095274, -111208.617539
170, 3623.936513, -111567.498466
171, 2721.398964, -111567.498466
172, 12688.960377, -111959.634769
173, -512.074019, -112407.860003
174, -7350.754293, -112407.860003
