93, -88959.997634, -194542.959191, -65931.733333, -116855.164306
94, -89157.388087, -194542.959191, -65931.733333, -117194.827376
95, -89905.959060, -194542.959191, -65931.733333, -117222.047795
96, -89919.425726, -194542.959191, -65931.733333, -117664.067161
97, -90082.314958, -194542.959191, -65931.733333, -117834.833670
98, -90293.008791, -195167.883122, -65931.733333, -117834.833670
99, -90319.560363, -195781.143967, -65931.733333, -117834.833670
100, -92299.333136, -195781.143967, -65931.733333, -119272.385842
101, -92299.333136, -195781.143967, -65931.733333, -120289.985842
102, -92352.680301, -195781.143967, -65931.733333, -120289.985842
103, -92527.963843, -195781.143967, -65931.733333, -120289.985842
104, -92646.436118, -195781.143967, -65931.733333, -121557.185842
105, -92742.942285, -195781.143967, -65931.733333, -121835.585842
106, -93203.742285, -195781.143967, -65931.733333, -122048.974501
107, -94422.219436, -195781.143967, -65931.733333, -123354.574501
108, -95346.933116, -195781.143967, -65931.733333, -124075.147867
109, -95807.640774, -195781.143967, -65931.733333, -124125.181357
110, -96913.697294, -195781.143967, -65931.733333, -124547.801754
111, -96913.697294, -196394.404811, -65931.733333, -125571.758050
112, -96913.697294, -196394.404811, -65931.733333, -126332.186081
113, -96913.697294, -197048.918564, -65931.733333, -126332.186081
114, -96913.697294, -197413.718564, -65931.733333, -126976.088158
115, -96913.697294, -197413.718564, -65931.733333, -127283.288158
116, -97499.245325, -197413.718564, -65931.733333, -129338.738687
117, -97642.757672, -197413.718564, -65931.733333, -129847.538687
118, -97897.654407, -197413.718564, -65931.733333, -131556.393858
119, -99501.857564, -197413.718564, -65931.733333, -132310.960389
120, -99501.918708, -197413.718564, -65931.733333, -132394.217113
121, -99501.918708, -197413.718564, -65931.733333, -132653.417113
122, -99772.962620, -197413.718564, -65931.733333, -133296.617113
123, -99772.962620, -197413.718564, -65931.733333, -133510.005773
124, -99834.772168, -197413.718564, -65931.733333, -133515.240625
125, -99834.772168, -197413.718564, -65931.733333, -135411.100655
126, -100878.753854, -197413.718564, -65931.733333, -135570.449329
127, -101735.572168, -197413.718564, -65931.733333, -136156.049329
128, -101735.572168, -197413.718564, -65931.733333, -136397.843622
129, -101747.705501, -197413.718564, -65931.733333, -136642.208770
130, -102448.505501, -198152.918564, -65931.733333, -137239.796398
131, -102448.505501, -198152.918564, -65931.733333, -137537.396398
132, -102448.505501, -198152.918564, -65931.733333, -137537.396398
133, -102784.505501, -198152.918564, -65931.733333, -138132.381687
134, -103012.372168, -198152.918564, -65931.733333, -138499.600000
135, -103012.372168, -198152.918564, -65931.733333, -138499.600000
136, -103377.172168, -199029.451131, -65931.733333, -138499.600000
137, -103377.172168, -199029.451131, -65931.733333, -139421.200000
138, -103377.172168, -199029.451131, -65931.733333, -139421.200000
139, -103377.172168, -200293.345832, -65931.733333, -140006.800000
140, -103764.503698, -200667.745832, -65931.733333, -140006.800000
141, -103764.503698, -200667.745832, -65931.733333, -140746.000000
142, -103764.503698, -200667.745832, -65931.733333, -141370.000000
143, -103774.896003, -201592.459511, -65931.733333, -141370.000000
144, -103774.896003, -201592.459511, -65931.733333, -142771.600000
145, -103774.896003, -201592.459511, -65931.733333, -142771.600000
146, -103774.896003, -201592.459511, -65931.733333, -143146.000000
147, -103774.896003, -201862.659437, -65931.733333, -143146.000000
148, -103774.896003, -201862.659437, -65931.733333, -143167.453888
149, -103774.896003, -201862.659437, -65931.733333, -143167.453888
150, -103774.896003, -201862.659437, -65931.733333, -144419.974492
151, -103774.896003, -201862.659437, -65931.733333, -145461.450265
152, -103774.896003, -201862.659437, -65931.733333, -145739.850265
153, -103774.896003, -201862.659437, -65931.733333, -145739.850265
154, -103774.896003, -201862.659437, -65931.733333, -146114.250265
155, -103774.896003, -201862.659437, -65931.733333, -146114.250265
156, -103774.896003, -201862.659437, -65931.733333, -147470.520604
157, -103774.896003, -201928.145684, -65931.733333, -147710.520604
158, -103774.896003, -201928.145684, -65931.733333, -147710.520604
159, -103774.896003, -201928.145684, -65931.733333, -147710.520604
160, -103774.896003, -201928.145684, -65931.733333, -149131.320604
161, -103774.896003, -201928.145684, -65931.733333, -149131.320604
162, -103774.896003, -201928.145684, -65931.733333, -150436.920604
163, -103774.896003, -202243.378931, -65931.733333, -151425.720604
164, -103805.231559, -202243.378931, -65931.733333, -151605.853888
165, -104023.777671, -202243.378931, -65931.733333, -152153.053888
166, -104023.777671, -202243.378931, -65931.733333, -152777.053888
167, -104023.777671, -202617.778931, -65931.733333, -153698.653888
168, -104023.777671, -202617.778931, -65931.733333, -154303.453888
169, -104023.838815, -202617.778931, -65931.733333, -154965.853888
170, -104023.838815, -202617.778931, -65931.733333, -154965.853888
171, -104023.838815, -202617.778931, -65931.733333, -157298.653888
172, -104023.838815, -202617.778931, -65931.733333, -159216.400000
173, -104249.698240, -202986.359343, -65931.733333, -159216.400000
174, -104249.698240, -202986.359343, -65931.733333, -159216.400000
175, -104606.624246, -202986.359343, -65931.733333, -159216.400000
176, -104606.624246, -202986.359343, -65931.733333, -159216.400000
177, -104606.624246, -202986.359343, -65931.733333, -159216.400000
178, -104606.624246, -202986.359343, -65931.733333, -159216.400000
179, -104606.624246, -202986.359343, -65931.733333, -159878.800000
180, -104705.599012, -202986.359343, -65931.733333, -160502.800000
181, -104705.599012, -203041.092148, -65931.733333, -160790.800000
182, -105551.532627, -203041.092148, -65931.733333, -161808.400000
183, -105868.332627, -203041.092148, -65931.733333, -162154.000000
184, -105868.332627, -203041.092148, -65931.733333, -163123.600000
185, -106950.157860, -203276.073096, -65931.733333, -163123.600000
186, -107436.825294, -204200.786775, -65931.733333, -163747.600000
187, -107436.825294, -204200.786775, -65931.733333, -164688.400000
188, -107436.825294, -204200.786775, -65931.733333, -164688.400000
189, -107436.825294, -204200.786775, -65931.733333, -164688.400000
190, -107436.825294, -204200.786775, -65931.733333, -165389.200000
191, -107436.825294, -204200.786775, -65931.733333, -165389.200000
192, -108963.225294, -204200.786775, -65931.733333, -166339.600000
193, -109279.844181, -204200.786775, -65931.733333, -167059.600000
194, -109458.355541, -204735.400269, -65931.733333, -168470.800000
195, -109458.355541, -204735.400269, -65931.733333, -168758.800000
196, -110709.469220, -204735.400269, -65931.733333, -169786.000000
197, -110845.262003, -204822.939425, -65931.733333, -170429.200000
198, -111230.470103, -204822.939425, -65931.733333, -170429.200000
199, -111390.737536, -204822.939425, -65931.733333, -171053.200000
200, -113101.777796, -204822.939425, -65931.733333, -171053.200000
