1, 999281036.714684, 998497618.677912
2, 1000158803.458059, 998056546.473785
3, 999053007.910147, 997537377.021482
4, 1001490182.202569, 996779952.888041
5, 1000254180.172842, 995950799.715059
6, 1000873566.485067, 995656926.203127
7, 1000535667.946759, 995463862.718404
8, 1000546724.224414, 995256507.923780
9, 999324996.823840, 994922610.685097
10, 1000109055.447250, 994873686.117948
11, 999909845.234737, 994849966.096485
12, 1000127236.059133, 994820623.226207
13, 999610705.007001, 994785455.613402
14, 999703755.790814, 994754289.383360
15, 999969027.293978, 994398366.049892
16, 1000101406.077989, 993685663.943231
17, 998504558.710091, 993685663.943231
18, 998717610.034011, 992903679.850320
19, 1000166578.507478, 992889334.042035
20, 998709861.799501, 992286705.737427
21, 998732545.360634, 992064045.070500
22, 998702898.054933, 991901543.475661
23, 1001101251.291309, 991792259.937477
24, 999837112.969450, 991780556.803535
25, 1000321235.496976, 991768001.311100
26, 1000729512.151510, 991740912.669638
27, 1002394029.913059, 991729526.585577
28, 999859788.570502, 991565353.646614
29, 1000045909.679669, 991542806.475128
30, 1000287912.622947, 991542806.475128
31, 1000199222.958303, 991528400.799050
32, 999460621.489087, 990592869.462851
33, 1001358792.249885, 990408226.553015
34, 1000777780.799017, 990355250.939606
35, 1001335727.396706, 990334229.939606
36, 998941192.539569, 989655793.873813
37, 1000458273.517411, 989626774.580165
38, 998173449.388164, 989284133.040794
39, 1000128042.247458, 989102617.191477
40, 1001017067.248068, 988897410.637815
41, 1001172589.857799, 988768171.948238
42, 1000339067.849221, 988424018.958034
43, 999416520.293384, 988399905.467609
44, 999858522.764155, 988399905.467609
45, 1001672415.789284, 988387689.048714
46, 999428713.608736, 988287872.828347
47, 998784966.607661, 988012400.756073
48, 1000520514.094243, 988012400.756073
49, 1002627370.813294, 987971862.802429
50, 1001417083.991799, 987971862.802429
51, 1000783266.368501, 987871951.794664
52, 998004966.147169, 987480072.066446
53, 998496871.956156, 987052625.593014
54, 999127916.592091, 987052625.593014
55, 999889963.077031, 986810700.926393
56, 996602357.641645, 985946500.276733
57, 1002067518.860533, 985946500.276733
58, 1000414867.721240, 985769170.490368
59, 1002795454.038325, 985769170.490368
60, 1000217700.173951, 985769170.490368
61, 999537904.126549, 985728599.272984
62, 998571413.571343, 985686946.388776
63, 998289138.518647, 985686946.388776
64, 997910091.955947, 985686946.388776
65, 997435700.066282, 984900501.222729
66, 1000683887.414700, 984879129.088377
67, 998433074.014282, 984544428.421912
68, 999960624.084492, 984544428.421912
69, 1000851118.634765, 984544428.421912
70, 998938965.524482, 984544428.421912
71, 999016908.234512, 984544428.421912
72, 999114510.030891, 984544428.421912
73, 999305754.108868, 984526059.636928
74, 998009884.882050, 984499733.127335
75, 998068706.662041, 983718802.037879
76, 999575754.772268, 983718802.037879
77, 997441804.130519, 983590716.785764
78, 995160160.202269, 983376484.741880
79, 997222911.954317, 983376484.741880
80, 998025793.803382, 983376484.741880
81, 1001129867.421851, 983376484.741880
82, 1002245349.910772, 983376484.741880
83, 1000083395.068695, 983360445.717352
84, 998505879.980940, 982655728.295647
85, 999651779.428032, 982655728.295647
