74.0,994109375.0,994109375.0,
75.0,994109375.0,994109375.0,
76.0,994109375.0,994109375.0,
77.0,994109375.0,994109375.0,
78.0,994109375.0,994109375.0,
79.0,994109375.0,994109375.0,
80.0,994109375.0,994109375.0,
81.0,994109375.0,994109375.0,
82.0,994109375.0,994109375.0,
83.0,994109375.0,994109375.0,
84.0,994109375.0,994109375.0,
85.0,994109375.0,994109375.0,
86.0,994109375.0,994109375.0,
87.0,994109375.0,994109375.0,
88.0,994109375.0,994109375.0,
89.0,994109375.0,994109375.0,
90.0,994109375.0,994109375.0,
91.0,994109375.0,994109375.0,
92.0,994109375.0,994109375.0,
93.0,994109375.0,994109375.0,
94.0,994109375.0,994109375.0,
95.0,994109375.0,994109375.0,
96.0,994109375.0,994109375.0,
97.0,994109375.0,994109375.0,
98.0,994109375.0,994109375.0,
99.0,994109375.0,994109375.0,
100.0,994109375.0,994109375.0,
101.0,994109375.0,994109375.0,
102.0,994109375.0,994109375.0,
103.0,994109375.0,994109375.0,
104.0,994109375.0,994109375.0,
105.0,994109375.0,994109375.0,
106.0,994109375.0,994109375.0,
107.0,994109375.0,994109375.0,
108.0,994109375.0,994109375.0,
109.0,994109375.0,994109375.0,
110.0,994109375.0,994109375.0,
111.0,994109375.0,994109375.0,
112.0,994109375.0,994109375.0,
113.0,994109375.0,994109375.0,
114.0,994109375.0,994109375.0,
115.0,994109375.0,994109375.0,
116.0,994109375.0,994109375.0,
117.0,994109375.0,994109375.0,
118.0,994109375.0,994109375.0,
119.0,994109375.0,994109375.0,
120.0,994109375.0,994109375.0,
121.0,994109375.0,994109375.0,
122.0,994109375.0,994109375.0,
123.0,994109375.0,994109375.0,
124.0,994109375.0,994109375.0,
125.0,994109375.0,994109375.0,
126.0,994109375.0,994109375.0,
127.0,994109375.0,994109375.0,
128.0,994109375.0,994109375.0,
129.0,994109375.0,994109375.0,
130.0,994109375.0,994109375.0,
131.0,994109375.0,994109375.0,
132.0,994109375.0,994109375.0,
133.0,994109375.0,994109375.0,
134.0,994109375.0,994109375.0,
135.0,994109375.0,994109375.0,
136.0,994109375.0,994109375.0,
137.0,994109375.0,994109375.0,
138.0,994109375.0,994109375.0,
139.0,994109375.0,994109375.0,
140.0,994109375.0,994109375.0,
141.0,994109375.0,994109375.0,
142.0,994109375.0,994109375.0,
143.0,994109375.0,994109375.0,
144.0,994109375.0,994109375.0,
145.0,994109375.0,994109375.0,
146.0,994109375.0,994109375.0,
147.0,994109375.0,994109375.0,
148.0,994109375.0,994109375.0,
149.0,994109375.0,994109375.0,
150.0,994109375.0,994109375.0,
151.0,994109375.0,994109375.0,
152.0,994109375.0,994109375.0,
153.0,994109375.0,994109375.0,
154.0,994109375.0,994109375.0,
155.0,994109375.0,994109375.0,
156.0,994109375.0,994109375.0,
157.0,994109375.0,994109375.0,
158.0,994109375.0,994109375.0,
159.0,994109375.0,994109375.0,
160.0,994109375.0,994109375.0,
161.0,994109375.0,994109375.0,
162.0,994109375.0,994109375.0,
163.0,994109375.0,994109375.0,
164.0,994109375.0,994109375.0,
165.0,994109375.0,994109375.0,
166.0,994109375.0,994109375.0,
167.0,994109375.0,994109375.0,
168.0,994109375.0,994109375.0,
169.0,994109375.0,994109375.0,
170.0,994109375.0,994109375.0,
171.0,994109375.0,994109375.0,
172.0,994109375.0,994109375.0,
173.0,994109375.0,994109375.0,
174.0,994109375.0,994109375.0,
175.0,994109375.0,994109375.0,
176.0,994109375.0,994109375.0,
177.0,994109375.0,994109375.0,
178.0,994109375.0,994109375.0,
179.0,994109375.0,994109375.0,
180.0,994109375.0,994109375.0,
181.0,994109375.0,994109375.0,
182.0,994109375.0,994109375.0,
183.0,994109375.0,994109375.0,
184.0,994109375.0,994109375.0,
185.0,994109375.0,994109375.0,
186.0,994109375.0,994109375.0,
187.0,994109375.0,994109375.0,
188.0,994109375.0,994109375.0,
189.0,994109375.0,994109375.0,
190.0,994109375.0,994109375.0,
191.0,994109375.0,994109375.0,
192.0,994109375.0,994109375.0,
193.0,994109375.0,994109375.0,
194.0,994109375.0,994109375.0,
195.0,994109375.0,994109375.0,
196.0,994109375.0,994109375.0,
197.0,994109375.0,994109375.0,
198.0,994109375.0,994109375.0,
199.0,994109375.0,994109375.0,
200.0,994109375.0,994109375.0,
