1.0,997028070.1,997028070.1,
2.0,994272262.1,994272262.1,
3.0,994272262.1,994272262.1,
4.0,994272262.1,994272262.1,
5.0,994109375.0,994109375.0,
6.0,994109375.0,994109375.0,
7.0,994109375.0,994109375.0,
8.0,994109375.0,994109375.0,
9.0,994109375.0,994109375.0,
10.0,994109375.0,994109375.0,
11.0,994109375.0,994109375.0,
12.0,994109375.0,994109375.0,
13.0,994109375.0,994109375.0,
14.0,994109375.0,994109375.0,
15.0,994109375.0,994109375.0,
16.0,994109375.0,994109375.0,
17.0,994109375.0,994109375.0,
18.0,994109375.0,994109375.0,
19.0,994109375.0,994109375.0,
20.0,994109375.0,994109375.0,
21.0,994109375.0,994109375.0,
22.0,994109375.0,994109375.0,
23.0,994109375.0,994109375.0,
24.0,994109375.0,994109375.0,
25.0,994109375.0,994109375.0,
26.0,994109375.0,994109375.0,
27.0,994109375.0,994109375.0,
28.0,994109375.0,994109375.0,
29.0,994109375.0,994109375.0,
30.0,994109375.0,994109375.0,
31.0,994109375.0,994109375.0,
32.0,994109375.0,994109375.0,
33.0,994109375.0,994109375.0,
34.0,994109375.0,994109375.0,
35.0,994109375.0,994109375.0,
36.0,994109375.0,994109375.0,
37.0,994109375.0,994109375.0,
38.0,994109375.0,994109375.0,
39.0,994109375.0,994109375.0,
40.0,994109375.0,994109375.0,
41.0,994109375.0,994109375.0,
42.0,994109375.0,994109375.0,
43.0,994109375.0,994109375.0,
44.0,994109375.0,994109375.0,
45.0,994109375.0,994109375.0,
46.0,994109375.0,994109375.0,
47.0,994109375.0,994109375.0,
48.0,994109375.0,994109375.0,
49.0,994109375.0,994109375.0,
50.0,994109375.0,994109375.0,
51.0,994109375.0,994109375.0,
52.0,994109375.0,994109375.0,
53.0,994109375.0,994109375.0,
54.0,994109375.0,994109375.0,
55.0,994109375.0,994109375.0,
56.0,994109375.0,994109375.0,
57.0,994109375.0,994109375.0,
58.0,994109375.0,994109375.0,
59.0,994109375.0,994109375.0,
60.0,994109375.0,994109375.0,
61.0,994109375.0,994109375.0,
62.0,994109375.0,994109375.0,
63.0,994109375.0,994109375.0,
64.0,994109375.0,994109375.0,
65.0,994109375.0,994109375.0,
66.0,994109375.0,994109375.0,
67.0,994109375.0,994109375.0,
68.0,994109375.0,994109375.0,
69.0,994109375.0,994109375.0,
70.0,994109375.0,994109375.0,
71.0,994109375.0,994109375.0,
72.0,994109375.0,994109375.0,
73.0,994109375.0,994109375.0,
